text_nr;word;frequency;zipf_frequency
text_18;weit;0.000251;5.4
text_18;geflogen;0.0000135;4.13
text_18;und;0.0263;7.42
text_18;sicher;0.000347;5.54
text_18;gelandet;0.0000155;4.19
text_18;die;0.0302;7.48
text_18;medien;0.000112;5.05
text_18;nannten;0.00000661;3.82
text_18;ihn;0.000676;5.83
text_18;den;0.01;7
text_18;birdman;0.000000355;2.55
text_18;in;0.0174;7.24
text_18;den;0.01;7
text_18;1950er-jahren;0.000000118;2.07
text_18;glaubten;0.00000447;3.65
text_18;viele;0.000676;5.83
text_18;menschen;0.000776;5.89
text_18;an;0.0049;6.69
text_18;technischen;0.0000457;4.66
text_18;fortschritt;0.0000162;4.21
text_18;auch;0.00603;6.78
text_18;ohne;0.000891;5.95
text_18;expertenwissen;0.000000339;2.53
text_18;sie;0.00661;6.82
text_18;hatten;0.000331;5.52
text_18;viele;0.000676;5.83
text_18;kreative;0.00000794;3.9
text_18;ideen;0.0000603;4.78
text_18;so;0.0049;6.69
text_18;wurde;0.00155;6.19
text_18;zum;0.00257;6.41
text_18;beispiel;0.000224;5.35
text_18;das;0.0145;7.16
text_18;jodelmeter;0;0
text_18;erfunden;0.0000174;4.24
text_18;das;0.0145;7.16
text_18;die;0.0302;7.48
text_18;qualität;0.0000631;4.8
text_18;des;0.0055;6.74
text_18;jodelns;0;0
text_18;messen;0.00002;4.3
text_18;sollte;0.000575;5.76
text_18;es;0.00871;6.94
text_18;gab;0.000347;5.54
text_18;auch;0.00603;6.78
text_18;eine;0.00631;6.8
text_18;holzkiste;0.000000347;2.54
text_18;die;0.0302;7.48
text_18;miaute;0.0000000407;1.61
text_18;um;0.00288;6.46
text_18;mäuse;0.00000501;3.7
text_18;zu;0.0102;7.01
text_18;vertreiben;0.00000776;3.89
text_18;andere;0.000562;5.75
text_18;bauten;0.0000126;4.1
text_18;geräte;0.0000269;4.43
text_18;mit;0.00955;6.98
text_18;denen;0.000372;5.57
text_18;zwei;0.000871;5.94
text_18;personen;0.00017;5.23
text_18;gleichzeitig;0.000123;5.09
text_18;an;0.0049;6.69
text_18;einer;0.00263;6.42
text_18;zigarette;0.00000871;3.94
text_18;ziehen;0.000112;5.05
text_18;konnten;0.000145;5.16
text_18;manche;0.000102;5.01
text_18;erfindungen;0.00000288;3.46
text_18;waren;0.000871;5.94
text_18;lustig;0.0000692;4.84
text_18;andere;0.000562;5.75
text_18;eher;0.000209;5.32
text_18;gefährlich;0.0000398;4.6
text_18;1956;0.0000159;4.2
text_18;wollte;0.000316;5.5
text_18;valentin;0.00000468;3.67
text_18;bei;0.00457;6.66
text_18;einer;0.00263;6.42
text_18;flugshow;0.000000186;2.27
text_18;in;0.0174;7.24
text_18;liverpool;0.00000479;3.68
text_18;wieder;0.00151;6.18
text_18;sein;0.00209;6.32
text_18;können;0.00132;6.12
text_18;zeigen;0.000195;5.29
text_18;doch;0.00166;6.22
text_18;ein;0.00813;6.91
text_18;flügel;0.0000224;4.35
text_18;stieß;0.0000138;4.14
text_18;beim;0.000871;5.94
text_18;absprung;0.000000955;2.98
text_18;an;0.0049;6.69
text_18;das;0.0145;7.16
text_18;flugzeug;0.0000288;4.46
text_18;und;0.0263;7.42
text_18;brach;0.0000186;4.27
text_18;ab;0.000955;5.98
text_18;auch;0.00603;6.78
text_18;der;0.0288;7.46
text_18;fallschirm;0.00000162;3.21
text_18;funktionierte;0.00000447;3.65
text_18;nicht;0.0102;7.01
text_18;valentin;0.00000468;3.67
text_18;stürzte;0.00000871;3.94
text_18;ab;0.000955;5.98
text_18;und;0.0263;7.42
text_18;starb;0.0000457;4.66
text_18;sein;0.00209;6.32
text_18;traum;0.0000525;4.72
text_18;vom;0.00126;6.1
text_18;fliegen;0.0000457;4.66
text_18;endete;0.0000148;4.17
text_18;traurig;0.0000437;4.64
text_18;aber;0.00427;6.63
text_18;seine;0.00107;6.03
text_18;idee;0.000158;5.2
text_18;und;0.0263;7.42
text_18;sein;0.00209;6.32
text_18;mut;0.0000347;4.54
text_18;bleiben;0.000234;5.37
text_18;in;0.0174;7.24
text_18;erinnerung;0.0000447;4.65
text_19;fernando;0.00000407;3.61
text_19;de;0.000372;5.57
text_19;noronha;0.0000000575;1.76
text_19;ist;0.012;7.08
text_19;eine;0.00631;6.8
text_19;geschützte;0.00000347;3.54
text_19;insel;0.0000589;4.77
text_19;im;0.00724;6.86
text_19;atlantik;0.00000407;3.61
text_19;sie;0.00661;6.82
text_19;gehört;0.000288;5.46
text_19;zum;0.00257;6.41
text_19;unesco-welterbe;0.00000107;3.03
text_19;und;0.0263;7.42
text_19;ist;0.012;7.08
text_19;bei;0.00457;6.66
text_19;brasilianern;0.000000269;2.43
text_19;ein;0.00813;6.91
text_19;beliebter;0.00000575;3.76
text_19;ort;0.000204;5.31
text_19;für;0.00759;6.88
text_19;urlaub;0.0000676;4.83
text_19;nur;0.00331;6.52
text_19;246;0.00000528;3.72
text_19;touristen;0.0000162;4.21
text_19;dürfen;0.000166;5.22
text_19;pro;0.000209;5.32
text_19;tag;0.00049;5.69
text_19;die;0.0302;7.48
text_19;insel;0.0000589;4.77
text_19;besuchen;0.0000468;4.67
text_19;auch;0.00603;6.78
text_19;der;0.0288;7.46
text_19;zugang;0.0000398;4.6
text_19;zu;0.0102;7.01
text_19;stränden;0.00000123;3.09
text_19;und;0.0263;7.42
text_19;buchten;0.00000158;3.2
text_19;ist;0.012;7.08
text_19;streng;0.0000214;4.33
text_19;geregelt;0.0000166;4.22
text_19;die;0.0302;7.48
text_19;natur;0.0000871;4.94
text_19;dort;0.000603;5.78
text_19;gehört;0.000288;5.46
text_19;zu;0.0102;7.01
text_19;den;0.01;7
text_19;am;0.00288;6.46
text_19;besten;0.000234;5.37
text_19;geschützten;0.0000049;3.69
text_19;in;0.0174;7.24
text_19;ganz;0.000955;5.98
text_19;brasilien;0.0000263;4.42
text_19;fischen;0.00000724;3.86
text_19;ist;0.012;7.08
text_19;verboten;0.0000398;4.6
text_19;strände;0.00000219;3.34
text_19;werden;0.00309;6.49
text_19;nachts;0.0000389;4.59
text_19;geschlossen;0.0000525;4.72
text_19;damit;0.000912;5.96
text_19;meeresschildkröten;0.000000209;2.32
text_19;in;0.0174;7.24
text_19;ruhe;0.0000776;4.89
text_19;eier;0.0000339;4.53
text_19;legen;0.0000676;4.83
text_19;können;0.00132;6.12
text_19;undSonnencreme;0.0000012;3.08
text_19;ist;0.012;7.08
text_19;verboten;0.0000398;4.6
text_19;weil;0.000891;5.95
text_19;sie;0.00661;6.82
text_19;dem;0.00575;6.76
text_19;meer;0.0000525;4.72
text_19;schadet;0.00000891;3.95
text_19;viele;0.000676;5.83
text_19;bewohner;0.0000339;4.53
text_19;wie;0.00447;6.65
text_19;domício;0;0
text_19;cordeiro;0.0000000158;1.2
text_19;haben;0.00282;6.45
text_19;verhindert;0.0000309;4.49
text_19;dass;0.0049;6.69
text_19;auf;0.00776;6.89
text_19;der;0.0288;7.46
text_19;insel;0.0000589;4.77
text_19;große;0.000355;5.55
text_19;hotels;0.0000224;4.35
text_19;und;0.0263;7.42
text_19;casinos;0.00000182;3.26
text_19;gebaut;0.0000562;4.75
text_19;werden;0.00309;6.49
text_19;trotzdem;0.000178;5.25
text_19;gibt;0.00115;6.06
text_19;es;0.00871;6.94
text_19;heute;0.000759;5.88
text_19;mehr;0.00214;6.33
text_19;menschen;0.000776;5.89
text_19;und;0.0263;7.42
text_19;einige;0.000347;5.54
text_19;illegale;0.0000115;4.06
text_19;häuser;0.0000372;4.57
text_19;was;0.00309;6.49
text_19;dazu;0.000513;5.71
text_19;führt;0.000151;5.18
text_19;dass;0.0049;6.69
text_19;die;0.0302;7.48
text_19;wasser;0.000209;5.32
text_19;und;0.0263;7.42
text_19;abwasseranlagen;0.0000000933;1.97
text_19;bereits;0.000468;5.67
text_19;überlastet;0.00000257;3.41
text_19;sind;0.00398;6.6
text_19;ein;0.00813;6.91
text_19;neuer;0.000102;5.01
text_19;plan;0.0000741;4.87
text_19;soll;0.000813;5.91
text_19;helfen;0.000151;5.18
text_19;natur;0.0000871;4.94
text_19;und;0.0263;7.42
text_19;entwicklung;0.000151;5.18
text_19;im;0.00724;6.86
text_19;gleichgewicht;0.00000871;3.94
text_19;zu;0.0102;7.01
text_19;halten;0.000219;5.34
text_19;trotz;0.000141;5.15
text_19;hoher;0.0000363;4.56
text_19;kosten;0.000151;5.18
text_19;bleibt;0.000251;5.4
text_19;fernando;0.00000407;3.61
text_19;de;0.000372;5.57
text_19;noronha;0.0000000575;1.76
text_19;ein;0.00813;6.91
text_19;besonderer;0.0000191;4.28
text_19;ort;0.000204;5.31
text_19;und;0.0263;7.42
text_19;ein;0.00813;6.91
text_19;gutes;0.000107;5.03
text_19;beispiel;0.000224;5.35
text_19;für;0.00759;6.88
text_19;umweltfreundlichen;0.000000501;2.7
text_19;tourismus;0.0000195;4.29
text_19;die;0.0302;7.48
text_19;insel;0.0000589;4.77
text_19;ist;0.012;7.08
text_19;bekannt;0.000182;5.26
text_19;aber;0.00427;6.63
text_19;gut;0.00123;6.09
text_19;geschützt;0.00002;4.3
text_20;in;0.0174;7.24
text_20;thames;0.000000209;2.32
text_20;town;0.00000513;3.71
text_20;sieht;0.000372;5.57
text_20;alles;0.00105;6.02
text_20;aus;0.00398;6.6
text_20;wie;0.00447;6.65
text_20;in;0.0174;7.24
text_20;england;0.0000525;4.72
text_20;es;0.00871;6.94
text_20;gibt;0.00115;6.06
text_20;gemütliche;0.00000229;3.36
text_20;pubs;0.000000646;2.81
text_20;eine;0.00631;6.8
text_20;statue;0.00000661;3.82
text_20;von;0.00977;6.99
text_20;churchill;0.00000245;3.39
text_20;und;0.0263;7.42
text_20;häuser;0.0000372;4.57
text_20;im;0.00724;6.86
text_20;tudor-stil;0.000000495;2.69
text_20;doch;0.00166;6.22
text_20;diese;0.00158;6.2
text_20;stadt;0.000457;5.66
text_20;liegt;0.000355;5.55
text_20;nicht;0.0102;7.01
text_20;in;0.0174;7.24
text_20;großbritannien;0.0000288;4.46
text_20;sondern;0.000589;5.77
text_20;in;0.0174;7.24
text_20;china;0.0000794;4.9
text_20;ein;0.00813;6.91
text_20;chinesisches;0.00000186;3.27
text_20;bauunternehmen;0.00000158;3.2
text_20;hat;0.00398;6.6
text_20;sie;0.00661;6.82
text_20;nach;0.00363;6.56
text_20;dem;0.00575;6.76
text_20;vorbild;0.0000269;4.43
text_20;britischer;0.00000389;3.59
text_20;städte;0.000049;4.69
text_20;wie;0.00447;6.65
text_20;lyme;0.000000269;2.43
text_20;regis;0.00000105;3.02
text_20;gebaut;0.0000562;4.75
text_20;einige;0.000347;5.54
text_20;geschäftsleute;0.00000195;3.29
text_20;in;0.0174;7.24
text_20;england;0.0000525;4.72
text_20;wie;0.00447;6.65
text_20;gail;0.0000012;3.08
text_20;caddy;0.000000977;2.99
text_20;sind;0.00398;6.6
text_20;verärgert;0.00000537;3.73
text_20;weil;0.000891;5.95
text_20;ihre;0.00115;6.06
text_20;kneipe;0.00000676;3.83
text_20;und;0.0263;7.42
text_20;ihr;0.00166;6.22
text_20;imbiss;0.00000331;3.52
text_20;ohne;0.000891;5.95
text_20;erlaubnis;0.0000132;4.12
text_20;kopiert;0.00000589;3.77
text_20;wurden;0.000646;5.81
text_20;die;0.0302;7.48
text_20;bauleiter;0.00000141;3.15
text_20;sagen;0.000479;5.68
text_20;es;0.00871;6.94
text_20;sei;0.000501;5.7
text_20;ein;0.00813;6.91
text_20;missverständnis;0.00000537;3.73
text_20;viele;0.000676;5.83
text_20;chinesen;0.0000117;4.07
text_20;mögen;0.0000501;4.7
text_20;thames;0.000000209;2.32
text_20;town;0.00000513;3.71
text_20;aber;0.00427;6.63
text_20;nur;0.00331;6.52
text_20;wenige;0.0000891;4.95
text_20;menschen;0.000776;5.89
text_20;wohnen;0.0000537;4.73
text_20;dort;0.000603;5.78
text_20;der;0.0288;7.46
text_20;bau;0.0000708;4.85
text_20;hat;0.00398;6.6
text_20;etwa;0.000417;5.62
text_20;635;0.00000199;3.3
text_20;millionen;0.000178;5.25
text_20;dollar;0.0000832;4.92
text_20;gekostet;0.0000132;4.12
text_20;geplant;0.0000501;4.7
text_20;ist;0.012;7.08
text_20;dass;0.0049;6.69
text_20;dort;0.000603;5.78
text_20;einmal;0.000457;5.66
text_20;10;4.09E-10;0
text_20;menschen;0.000776;5.89
text_20;leben;0.000724;5.86
text_20;dabei;0.000631;5.8
text_20;sind;0.00398;6.6
text_20;solche;0.000219;5.34
text_20;nachbauten;0.000000302;2.48
text_20;keine;0.00145;6.16
text_20;ausnahme;0.0000363;4.56
text_20;auch;0.00603;6.78
text_20;deutsche;0.000372;5.57
text_20;italienische;0.0000166;4.22
text_20;und;0.0263;7.42
text_20;niederländische;0.00000575;3.76
text_20;städte;0.000049;4.69
text_20;werden;0.00309;6.49
text_20;in;0.0174;7.24
text_20;china;0.0000794;4.9
text_20;nachgemacht;0.000000603;2.78
text_20;der;0.0288;7.46
text_20;idee;0.000158;5.2
text_20;dahinter;0.0000282;4.45
text_20;ist;0.012;7.08
text_20;die;0.0302;7.48
text_20;landflucht;0.000000724;2.86
text_20;zu;0.0102;7.01
text_20;stoppen;0.00002;4.3
text_20;und;0.0263;7.42
text_20;den;0.01;7
text_20;menschen;0.000776;5.89
text_20;schöne;0.000105;5.02
text_20;wohnorte;0.000000309;2.49
text_20;nah;0.0000355;4.55
text_20;an;0.0049;6.69
text_20;shanghai;0.00000513;3.71
text_20;zu;0.0102;7.01
text_20;bieten;0.0000646;4.81
text_20;architekt;0.0000107;4.03
text_20;huang;0.000000933;2.97
text_20;ziaming;0;0
text_20;sagt;0.000389;5.59
text_20;dass;0.0049;6.69
text_20;solche;0.000219;5.34
text_20;fremden;0.0000269;4.43
text_20;baustile;0.000000102;2.01
text_20;den;0.01;7
text_20;stolz;0.0000759;4.88
text_20;vieler;0.0000269;4.43
text_20;chinesen;0.0000117;4.07
text_20;stärken;0.0000234;4.37
text_20;und;0.0263;7.42
text_20;moderne;0.000049;4.69
text_20;wohngebiete;0.00000102;3.01
text_20;attraktiver;0.00000661;3.82
text_20;machen;0.000955;5.98
text_21;der;0.0288;7.46
text_21;britische;0.0000224;4.35
text_21;komiker;0.00000372;3.57
text_21;ricky;0.00000186;3.27
text_21;gervais;0.000000204;2.31
text_21;ist;0.012;7.08
text_21;bekannt;0.000182;5.26
text_21;für;0.00759;6.88
text_21;seinen;0.000525;5.72
text_21;scharfen;0.00000708;3.85
text_21;humor;0.0000302;4.48
text_21;nun;0.000759;5.88
text_21;spricht;0.000129;5.11
text_21;der;0.0288;7.46
text_21;golden;0.00000813;3.91
text_21;globe;0.00000191;3.28
text_21;moderator;0.0000148;4.17
text_21;offen;0.0000977;4.99
text_21;über;0.00245;6.39
text_21;seine;0.00107;6.03
text_21;ängste;0.00000912;3.96
text_21;und;0.0263;7.42
text_21;die;0.0302;7.48
text_21;herausforderungen;0.0000126;4.1
text_21;des;0.0055;6.74
text_21;ruhms;0.000000479;2.68
text_21;in;0.0174;7.24
text_21;einem;0.00224;6.35
text_21;interview;0.0000575;4.76
text_21;mit;0.00955;6.98
text_21;der;0.0288;7.46
text_21;süddeutschen;0.00000603;3.78
text_21;zeitung;0.0000955;4.98
text_21;gesteht;0.00000447;3.65
text_21;er;0.00513;6.71
text_21;dass;0.0049;6.69
text_21;er;0.00513;6.71
text_21;sich;0.00617;6.79
text_21;vor;0.00204;6.31
text_21;vielem;0.00000355;3.55
text_21;fürchtet;0.00000692;3.84
text_21;als;0.00513;6.71
text_21;beispiele;0.000038;4.58
text_21;nennt;0.0000759;4.88
text_21;er;0.00513;6.71
text_21;spinnen;0.00000631;3.8
text_21;schnelle;0.0000269;4.43
text_21;autos;0.0000646;4.81
text_21;große;0.000355;5.55
text_21;straßen;0.000055;4.74
text_21;und;0.0263;7.42
text_21;flugzeuge;0.0000126;4.1
text_21;ein;0.00813;6.91
text_21;kleiner;0.0001;5
text_21;ruck;0.00000355;3.55
text_21;im;0.00724;6.86
text_21;flugzeug;0.0000288;4.46
text_21;genügt;0.0000126;4.1
text_21;um;0.00288;6.46
text_21;ihn;0.000676;5.83
text_21;an;0.0049;6.69
text_21;einen;0.00302;6.48
text_21;absturz;0.00000832;3.92
text_21;denken;0.00017;5.23
text_21;zu;0.0102;7.01
text_21;lassen;0.000575;5.76
text_21;außerdem;0.00024;5.38
text_21;hat;0.00398;6.6
text_21;er;0.00513;6.71
text_21;auch;0.00603;6.78
text_21;eine;0.00631;6.8
text_21;übermäßige;0.00000155;3.19
text_21;angst;0.000148;5.17
text_21;vor;0.00204;6.31
text_21;gesundheitlichen;0.00000676;3.83
text_21;problemen;0.0000251;4.4
text_21;entdeckt;0.0000562;4.75
text_21;er;0.00513;6.71
text_21;einen;0.00302;6.48
text_21;punkt;0.0001;5
text_21;auf;0.00776;6.89
text_21;seiner;0.000676;5.83
text_21;haut;0.0000617;4.79
text_21;befürchtet;0.00000759;3.88
text_21;er;0.00513;6.71
text_21;sofort;0.000204;5.31
text_21;das;0.0145;7.16
text_21;schlimmste;0.0000162;4.21
text_21;trotz;0.000141;5.15
text_21;seines;0.000141;5.15
text_21;erfolgs;0.00000324;3.51
text_21;mit;0.00955;6.98
text_21;serien;0.0000209;4.32
text_21;wie;0.00447;6.65
text_21;the;0.000417;5.62
text_21;office;0.0000145;4.16
text_21;und;0.0263;7.42
text_21;after;0.00000813;3.91
text_21;life;0.0000288;4.46
text_21;empfindet;0.0000049;3.69
text_21;der;0.0288;7.46
text_21;komiker;0.00000372;3.57
text_21;die;0.0302;7.48
text_21;schattenseiten;0.00000123;3.09
text_21;des;0.0055;6.74
text_21;großen;0.000355;5.55
text_21;ruhms;0.000000479;2.68
text_21;als;0.00513;6.71
text_21;belastend;0.00000191;3.28
text_21;er;0.00513;6.71
text_21;fühlt;0.0000575;4.76
text_21;sich;0.00617;6.79
text_21;ständig;0.0000692;4.84
text_21;beobachtet;0.0000324;4.51
text_21;klatschreporter;0.0000000282;1.45
text_21;durchwühlen;0.000000417;2.62
text_21;seinen;0.000525;5.72
text_21;müll;0.0000257;4.41
text_21;manchmal;0.000155;5.19
text_21;denkt;0.0000776;4.89
text_21;er;0.00513;6.71
text_21;verdammt;0.0000468;4.67
text_21;das;0.0145;7.16
text_21;war;0.00339;6.53
text_21;jetzt;0.00162;6.21
text_21;der;0.0288;7.46
text_21;pakt;0.00000437;3.64
text_21;mit;0.00955;6.98
text_21;dem;0.00575;6.76
text_21;teufel;0.0000245;4.39
text_21;dennoch;0.00011;5.04
text_21;bewahrt;0.00000794;3.9
text_21;er;0.00513;6.71
text_21;sich;0.00617;6.79
text_21;die;0.0302;7.48
text_21;fähigkeit;0.0000182;4.26
text_21;über;0.00245;6.39
text_21;sich;0.00617;6.79
text_21;selbst;0.000794;5.9
text_21;zu;0.0102;7.01
text_21;lachen;0.0000575;4.76
text_21;und;0.0263;7.42
text_21;nutzt;0.0000309;4.49
text_21;seinen;0.000525;5.72
text_21;humor;0.0000302;4.48
text_21;um;0.00288;6.46
text_21;mit;0.00955;6.98
text_21;seinen;0.000525;5.72
text_21;ängsten;0.0000024;3.38
text_21;umzugehen;0.00000692;3.84
text_22;das;0.0145;7.16
text_22;urkilogramm;0.0000000102;1.01
text_22;ist;0.012;7.08
text_22;ein;0.00813;6.91
text_22;kleiner;0.0001;5
text_22;metallzylinder;0.0000000288;1.46
text_22;in;0.0174;7.24
text_22;paris;0.0000851;4.93
text_22;seit;0.000813;5.91
text_22;1889;0.00000452;3.66
text_22;bestimmt;0.000174;5.24
text_22;er;0.00513;6.71
text_22;was;0.00309;6.49
text_22;ein;0.00813;6.91
text_22;kilogramm;0.00000794;3.9
text_22;wiegt;0.00000741;3.87
text_22;forscher;0.0000229;4.36
text_22;haben;0.00282;6.45
text_22;aber;0.00427;6.63
text_22;entdeckt;0.0000562;4.75
text_22;dass;0.0049;6.69
text_22;das;0.0145;7.16
text_22;urkilogramm;0.0000000102;1.01
text_22;und;0.0263;7.42
text_22;seine;0.00107;6.03
text_22;etwa;0.000417;5.62
text_22;40;0.0000856;4.93
text_22;kopien;0.00000562;3.75
text_22;auf;0.00776;6.89
text_22;der;0.0288;7.46
text_22;welt;0.000457;5.66
text_22;nicht;0.0102;7.01
text_22;genau;0.000447;5.65
text_22;gleich;0.000389;5.59
text_22;viel;0.001;6
text_22;wiegen;0.00000513;3.71
text_22;manche;0.000102;5.01
text_22;sind;0.00398;6.6
text_22;bis;0.0017;6.23
text_22;zu;0.0102;7.01
text_22;50;0.0000695;4.84
text_22;mikrogramm;0.000000479;2.68
text_22;schwerer;0.0000309;4.49
text_22;grund;0.000234;5.37
text_22;dafür;0.000479;5.68
text_22;sind;0.00398;6.6
text_22;die;0.0302;7.48
text_22;ablagerungen;0.00000204;3.31
text_22;von;0.00977;6.99
text_22;quecksilber;0.00000229;3.36
text_22;oder;0.00316;6.5
text_22;kohlenstoff;0.00000234;3.37
text_22;auf;0.00776;6.89
text_22;der;0.0288;7.46
text_22;oberfläche;0.0000234;4.37
text_22;auch;0.00603;6.78
text_22;wasserstoff;0.00000589;3.77
text_22;kann;0.00251;6.4
text_22;entweichen;0.00000102;3.01
text_22;mechanische;0.00000617;3.79
text_22;reinigungsmethoden;0.0000000214;1.33
text_22;wie;0.00447;6.65
text_22;schrubben;0.000000437;2.64
text_22;sind;0.00398;6.6
text_22;nicht;0.0102;7.01
text_22;ideal;0.0000162;4.21
text_22;da;0.00234;6.37
text_22;sie;0.00661;6.82
text_22;die;0.0302;7.48
text_22;zylinder;0.00000537;3.73
text_22;unterschiedlich;0.0000269;4.43
text_22;beeinflussen;0.0000178;4.25
text_22;können;0.00132;6.12
text_22;britische;0.0000224;4.35
text_22;forscher;0.0000229;4.36
text_22;schlagen;0.0000447;4.65
text_22;nun;0.000759;5.88
text_22;eine;0.00631;6.8
text_22;neue;0.000589;5.77
text_22;reinigung;0.00000912;3.96
text_22;vor;0.00204;6.31
text_22;die;0.0302;7.48
text_22;zylinder;0.00000537;3.73
text_22;werden;0.00309;6.49
text_22;in;0.0174;7.24
text_22;methanol;0.000000741;2.87
text_22;und;0.0263;7.42
text_22;wasser;0.000209;5.32
text_22;gelegt;0.0000407;4.61
text_22;und;0.0263;7.42
text_22;dann;0.00224;6.35
text_22;mit;0.00955;6.98
text_22;uv-licht;0.00000466;3.67
text_22;in;0.0174;7.24
text_22;ozonreicher;0;0
text_22;umgebung;0.0000603;4.78
text_22;bestrahlt;0.000000437;2.64
text_22;dies;0.000417;5.62
text_22;ist;0.012;7.08
text_22;zwar;0.000331;5.52
text_22;schonender;0.000000372;2.57
text_22;führt;0.000151;5.18
text_22;aber;0.00427;6.63
text_22;auch;0.00603;6.78
text_22;zum;0.00257;6.41
text_22;schnellerem;0.000000145;2.16
text_22;absetzen;0.00000724;3.86
text_22;neuer;0.000102;5.01
text_22;moleküle;0.00000263;3.42
text_22;in;0.0174;7.24
text_22;zukunft;0.000162;5.21
text_22;soll;0.000813;5.91
text_22;das;0.0145;7.16
text_22;kilogramm;0.00000794;3.9
text_22;mit;0.00955;6.98
text_22;genaueren;0.00000151;3.18
text_22;methoden;0.0000309;4.49
text_22;wie;0.00447;6.65
text_22;der;0.0288;7.46
text_22;watt-waage;0.00000308;3.49
text_22;oder;0.00316;6.5
text_22;dem;0.00575;6.76
text_22;avogadro-projekt;0.0000000562;1.75
text_22;bestimmt;0.000174;5.24
text_22;werden;0.00309;6.49
text_22;dabei;0.000631;5.8
text_22;würde;0.000741;5.87
text_22;die;0.0302;7.48
text_22;masse;0.0000468;4.67
text_22;über;0.00245;6.39
text_22;physikalische;0.00000479;3.68
text_22;konstanten;0.00000282;3.45
text_22;bestimmt;0.000174;5.24
text_22;ähnlich;0.0000832;4.92
text_22;wie;0.00447;6.65
text_22;bei;0.00457;6.66
text_22;der;0.0288;7.46
text_22;sekunde;0.00002;4.3
text_22;oder;0.00316;6.5
text_22;dem;0.00575;6.76
text_22;meter;0.000115;5.06
text_22;bis;0.0017;6.23
text_22;dahin;0.0000631;4.8
text_22;bleibt;0.000251;5.4
text_22;das;0.0145;7.16
text_22;kilogramm;0.00000794;3.9
text_22;jedoch;0.000363;5.56
text_22;weiterhin;0.000112;5.05
text_22;leicht;0.000174;5.24
text_22;veränderlich;0.00000055;2.74
text_23;ricardo;0.00000309;3.49
text_23;bofill;0.0000000132;1.12
text_23;entdeckte;0.0000117;4.07
text_23;1973;0.000022;4.34
text_23;eine;0.00631;6.8
text_23;stillgelegte;0.00000038;2.58
text_23;zementfabrik;0.000000282;2.45
text_23;nahe;0.0000813;4.91
text_23;barcelona;0.0000166;4.22
text_23;und;0.0263;7.42
text_23;machte;0.00011;5.04
text_23;sie;0.00661;6.82
text_23;zu;0.0102;7.01
text_23;seinem;0.000427;5.63
text_23;lebensprojekt;0.0000000229;1.36
text_23;die;0.0302;7.48
text_23;ruine;0.00000339;3.53
text_23;inspirierte;0.00000151;3.18
text_23;ihn;0.000676;5.83
text_23;so;0.0049;6.69
text_23;sehr;0.00138;6.14
text_23;dass;0.0049;6.69
text_23;er;0.00513;6.71
text_23;sie;0.00661;6.82
text_23;kaufte;0.00000871;3.94
text_23;und;0.0263;7.42
text_23;mit;0.00955;6.98
text_23;einem;0.00224;6.35
text_23;team;0.00017;5.23
text_23;umgestaltete;0.000000224;2.35
text_23;mit;0.00955;6.98
text_23;presslufthammer;0.000000214;2.33
