ID,text_nr,trial_nr,word,word_no_punct,surprisal_2_words_context,entropy_2_words_context
1854,text_13,55,mehr,mehr,2.72821259498596,5.87085866928101
1855,text_13,56,vom,vom,6.49948501586914,6.23121070861816
1856,text_13,57,Star-Ruhm.,StarRuhm,26.7426662445068,7.47362470626831
1857,text_13,58,Mit,Mit,12.3678245544434,4.61385631561279
1858,text_13,59,fast,fast,6.98392486572266,6.25164699554443
1859,text_13,60,40,40,3.67271018028259,5.07500982284546
1860,text_13,61,sei,sei,9.31018161773682,4.07841634750366
1861,text_13,62,das,das,3.38822197914124,5.36960220336914
1862,text_13,63,"""unrealistisch""",unrealistisch,13.0502936840057,7.63638877868652
1863,text_13,64,sagt,sagt,10.7168550491333,4.28942441940308
1864,text_13,65,sie.,sie,4.85263681411743,2.6369092464447
1865,text_13,66,Viele,Viele,15.5843648910522,3.6905837059021
1866,text_13,67,Schauspieler,Schauspieler,8.70971393585205,7.15928983688355
1867,text_13,68,erleben,erleben,8.1762752532959,4.97030258178711
1868,text_13,69,in,in,2.86259484291077,5.42442512512207
1869,text_13,70,Hollywood,Hollywood,7.86763572692871,5.5379638671875
1870,text_13,71,Enttäuschungen.,Enttäuschungen,15.9230704307556,5.49226808547974
1871,text_13,72,Männer,Männer,11.8953685760498,4.72484159469605
1872,text_13,73,geben,geben,6.92169141769409,5.16791725158691
1873,text_13,74,sich,sich,2.55067014694214,5.19078636169434
1874,text_13,75,als,als,4.79305410385132,6.27444171905518
1875,text_13,76,Produzenten,Produzenten,9.54703903198242,7.84089374542236
1876,text_13,77,"aus,",aus,4.62837505340576,6.16388988494873
1877,text_13,78,können,können,10.847373008728,4.86416721343994
1878,text_13,79,aber,aber,5.07382822036743,5.47272682189941
1879,text_13,80,nicht,nicht,2.50810503959656,5.25273942947388
1880,text_13,81,einmal,einmal,5.6143741607666,5.87085866928101
1881,text_13,82,ihre,ihre,5.68484878540039,5.79187965393066
1882,text_13,83,Miete,Miete,7.65211153030396,7.76046800613403
1883,text_13,84,zahlen.,zahlen,3.21219611167908,5.10952949523926
1884,text_13,85,Manche,Manche,11.6470060348511,3.59730935096741
1885,text_13,86,berühmten,berühmten,11.4892168045044,7.47477388381958
1886,text_13,87,Stars,Stars,5.00453186035156,7.65224123001099
1887,text_13,88,hatten,hatten,7.28424406051636,5.08889055252075
1888,text_13,89,ähnliche,ähnliche,7.83000946044922,5.41520357131958
1889,text_13,90,Anfänge.,Anfänge,8.29156970977783,6.71380710601807
1890,text_13,91,Vin,Vin,14.8892917633057,4.61498737335205
1891,text_13,92,Diesel,Diesel,8.32631683349609,4.83832406997681
1892,text_13,93,war,war,5.18047475814819,6.20669937133789
1893,text_13,94,"Türsteher,",Türsteher,17.8812618255615,5.19204568862915
1894,text_13,95,Whoopi,Whoopi,15.8804312348366,3.89267444610596
1895,text_13,96,Goldberg,Goldberg,1.43223187327385,3.94705057144165
1896,text_13,97,arbeitete,arbeitete,7.73238086700439,4.72911787033081
1897,text_13,98,als,als,2.29187202453613,4.38503217697144
1898,text_13,99,Leichenkosmetikerin.,Leichenkosmetikerin,23.4438552260399,7.70031595230103
1899,text_13,100,Solche,Solche,15.7692098617554,4.34251546859741
1900,text_13,101,Geschichten,Geschichten,9.64852523803711,6.06900787353516
1901,text_13,102,geben,geben,6.61223554611206,5.26033592224121
1902,text_13,103,arbeitslosen,arbeitslosen,18.5604496002197,3.86212134361267
1903,text_13,104,Schauspielern,Schauspielern,8.02421283721924,6.67293453216553
1904,text_13,105,Hoffnung.,Hoffnung,12.6032180786133,5.59499025344849
1905,text_13,106,Nina,Nina,18.42995262146,3.32451868057251
1906,text_13,107,kann,kann,7.9762020111084,7.03309631347656
1907,text_13,108,immerhin,immerhin,9.06764125823975,5.0213041305542
1908,text_13,109,von,von,4.52952337265015,5.85537958145142
1909,text_13,110,europäischen,europäischen,8.98241233825684,6.37554121017456
1910,text_13,111,Gagen,Gagen,15.858190536499,6.21712303161621
1911,text_13,112,leben.,leben,10.0434894561768,5.73990488052368
1912,text_13,113,Früher,Früher,16.64914894104,4.84209728240967
1913,text_13,114,wollte,wollte,6.16375732421875,4.7645378112793
1914,text_13,115,sie,sie,2.53330898284912,2.32670259475708
1915,text_13,116,oft,oft,9.23066425323486,5.72443246841431
1916,text_13,117,aufgeben,aufgeben,10.3194360733032,6.29833316802979
1917,text_13,118,und,und,2.68101763725281,2.85453939437866
1918,text_13,119,für,für,5.16517639160156,6.44225025177002
1919,text_13,120,das,das,3.12776327133179,5.80216884613037
1920,text_13,121,Magazin,Magazin,6.55319023132324,7.64308309555054
1921,text_13,122,Geo,Geo,8.77794170379639,5.51457595825195
1922,text_13,123,Reportagen,Reportagen,17.3849077224731,5.66801023483276
1923,text_13,124,aus,aus,3.54981422424316,4.99760055541992
1924,text_13,125,der,der,1.79468905925751,4.42309427261353
1925,text_13,126,weiten,weiten,8.84748649597168,7.75316476821899
1926,text_13,127,Welt,Welt,3.2886848449707,6.77663850784302
1927,text_13,128,schreiben.,schreiben,11.675124168396,6.22146654129028
1928,text_13,129,Doch,Doch,12.8641538619995,4.47311210632324
1929,text_13,130,sie,sie,4.54764795303345,5.92891597747803
1930,text_13,131,wurde,wurde,4.26938533782959,5.91842937469482
1931,text_13,132,immer,immer,7.28823804855347,5.45044374465942
1932,text_13,133,wieder,wieder,1.49865651130676,4.89950466156006
1933,text_13,134,für,für,4.99622821807861,6.73975038528442
1934,text_13,135,neue,neue,6.39125394821167,5.81514263153076
1935,text_13,136,Rollen,Rollen,8.13294792175293,7.49297332763672
1936,text_13,137,gewonnen.,gewonnen,10.3913440704346,5.42936944961548
1937,text_13,138,Nun,Nun,13.0023937225342,2.84509134292603
1938,text_13,139,überlegt,überlegt,10.461630821228,6.24125957489014
1939,text_13,140,"sie,",sie,2.78611922264099,3.78277564048767
1940,text_13,141,wie,wie,6.54675245285034,4.77728176116943
1941,text_13,142,es,es,4.84336566925049,6.18083000183106
1942,text_13,143,weitergeht:,weitergeht,7.95921421051025,5.386559009552
1943,text_13,144,vor,vor,10.1129322052002,1.9756395816803
1944,text_13,145,der,der,2.07673597335815,4.25203418731689
1945,text_13,146,"Kamera,",Kamera,5.93538427352905,7.76785802841187
1946,text_13,147,dahinter,dahinter,9.8684663772583,5.75222158432007
1947,text_13,148,oder,oder,6.00456380844116,5.13894367218018
1948,text_13,149,ganz,ganz,6.05684280395508,6.47121953964233
1949,text_13,150,anders?,anders,3.69863843917847,6.43680667877197
1950,text_14,1,"Berlin,",Berlin,,
1951,text_14,2,"windig,",windig,,
1952,text_14,3,zehn,zehn,12.2446784973145,4.71136045455933
1953,text_14,4,Grad.,Grad,5.41720628738403,5.73008823394775
1954,text_14,5,Florence,Florence,15.9930982589722,4.57831954956055
1955,text_14,6,Welch,Welch,8.35407355427742,4.0398154258728
1956,text_14,7,gibt,gibt,7.3582615852356,5.29671764373779
1957,text_14,8,auf,auf,7.67657279968262,2.08569693565369
1958,text_14,9,einer,einer,3.75936603546143,5.53058242797852
1959,text_14,10,Dachterrasse,Dachterrasse,7.90305313467979,7.63812971115112
1960,text_14,11,ein,ein,5.05811214447022,4.11806583404541
1961,text_14,12,exklusives,exklusives,6.37891927361488,6.10531139373779
1962,text_14,13,"Konzert,",Konzert,6.35634517669678,6.64603567123413
1963,text_14,14,später,später,11.9161024093628,3.93113923072815
1964,text_14,15,sitzt,sitzt,7.11802339553833,5.93116426467896
1965,text_14,16,sie,sie,2.57114267349243,4.61087989807129
1966,text_14,17,beim,beim,5.45293664932251,5.08465337753296
1967,text_14,18,Interview.,Interview,8.03141403198242,7.9371018409729
1968,text_14,19,Seit,Seit,12.6539325714111,3.98492240905762
1969,text_14,20,2009,2009,4.17854499816895,5.35071706771851
1970,text_14,21,ist,ist,1.35463893413544,4.60273456573486
1971,text_14,22,die,die,2.18201327323914,4.79799652099609
1972,text_14,23,Londonerin,Londonerin,13.7786026000977,8.51898860931397
1973,text_14,24,unter,unter,7.17386341094971,6.74729299545288
1974,text_14,25,dem,dem,3.88686108589172,5.11945199966431
1975,text_14,26,Namen,Namen,2.47013688087463,6.55553150177002
1976,text_14,27,"""Florence",Florence,11.6024503707886,5.59002780914307
1977,text_14,28,and,and,5.15141201019287,5.0454158782959
1978,text_14,29,The,The,6.65562295913696,6.58755731582642
1979,text_14,30,"Machine""",Machine,6.32887840270996,7.19073295593262
1980,text_14,31,international,international,13.3432464599609,3.98846507072449
1981,text_14,32,bekannt.,bekannt,6.18648386001587,5.88980007171631
1982,text_14,33,"""The",The,13.5772619247437,2.57254338264465
1983,text_14,34,"Machine""",Machine,7.84839725494385,7.26556587219238
1984,text_14,35,bezeichnet,bezeichnet,7.82579040527344,3.98846507072449
1985,text_14,36,dabei,dabei,6.51318264007568,3.53903436660767
1986,text_14,37,keine,keine,5.93325090408325,4.52759122848511
1987,text_14,38,feste,feste,7.88475942611694,7.56355762481689
1988,text_14,39,"Band,",Band,6.60414886474609,6.46352481842041
1989,text_14,40,sondern,sondern,12.5710639953613,5.9427433013916
1990,text_14,41,wechselnde,wechselnde,12.0286601781845,5.68628120422363
1991,text_14,42,musikalische,musikalische,5.6076135635376,7.71720838546753
1992,text_14,43,Begleiter.,Begleiter,8.22689437866211,6.2538332939148
1993,text_14,44,Ihr,Ihr,11.6048755645752,5.32623434066773
1994,text_14,45,Debütalbum,Debütalbum,11.5666618347168,6.66484642028809
1995,text_14,46,"""Lungs""",Lungs,18.5979042053223,2.19394159317017
1996,text_14,47,erreichte,erreichte,11.121561050415,6.06811857223511
1997,text_14,48,Platz,Platz,6.62014675140381,5.28892374038696
1998,text_14,49,eins,eins,3.54222393035889,4.49898195266724
1999,text_14,50,der,der,2.01334142684937,4.31221532821655
2000,text_14,51,britischen,britischen,6.36295795440674,8.27051067352295
2001,text_14,52,Charts,Charts,5.85253858566284,6.72833156585693
2002,text_14,53,und,und,3.26433801651001,4.53273296356201
2003,text_14,54,erhielt,erhielt,5.46080493927002,6.56569719314575
2004,text_14,55,in,in,3.74327397346497,5.41628456115723
2005,text_14,56,den,den,1.60045886039734,4.45936918258667
2006,text_14,57,USA,USA,4.24639892578125,8.06089305877686
2007,text_14,58,eine,eine,5.76307439804077,5.21361923217773
2008,text_14,59,Goldene,Goldene,9.79839038848877,7.54616785049439
2009,text_14,60,Schallplatte.,Schallplatte,2.31884301302489,5.028639793396
2010,text_14,61,Spätestens,Spätestens,17.1030607223511,3.36655044555664
2011,text_14,62,mit,mit,3.12222242355347,3.44643449783325
2012,text_14,63,ihrem,ihrem,5.20289659500122,3.29256725311279
2013,text_14,64,Auftritt,Auftritt,6.24960231781006,7.39278030395508
2014,text_14,65,bei,bei,3.41630387306213,5.15227270126343
2015,text_14,66,den,den,2.25439047813416,4.67272996902466
2016,text_14,67,MTV,MTV,9.42609024047852,8.15676593780518
2017,text_14,68,Video,Video,6.69069242477417,5.67858839035034
2018,text_14,69,Music,Music,0.0207009501755238,0.169126078486443
2019,text_14,70,Awards,Awards,2.46615314483643,4.42094135284424
2020,text_14,71,schaffte,schaffte,11.6168737411499,4.06474208831787
2021,text_14,72,sie,sie,3.70059204101563,3.06424593925476
2022,text_14,73,den,den,3.30833053588867,5.04690599441528
2023,text_14,74,Durchbruch.,Durchbruch,7.43594264984131,8.0676155090332
2024,text_14,75,Ihr,Ihr,12.6155805587769,4.66811561584473
2025,text_14,76,Song,Song,8.06369018554688,7.34418392181397
2026,text_14,77,"""Dog",Dog,12.0689086914063,3.21462464332581
2027,text_14,78,Days,Days,8.39462757110596,5.02785873413086
2028,text_14,79,Are,Are,9.44670295715332,4.81712150573731
2029,text_14,80,"Over""",Over,5.71463060379028,5.27319097518921
2030,text_14,81,wurde,wurde,9.12860298156738,5.20323276519775
2031,text_14,82,zum,zum,4.86187362670898,5.69921398162842
2032,text_14,83,"Hit,",Hit,7.84970569610596,6.81051921844482
2033,text_14,84,ihre,ihre,11.9701862335205,3.89029860496521
2034,text_14,85,Musik,Musik,4.40698528289795,7.17775726318359
2035,text_14,86,lief,lief,8.51404190063477,5.55258083343506
2036,text_14,87,in,in,3.06623196601868,5.20119333267212
2037,text_14,88,vielen,vielen,7.03149461746216,5.21183109283447
2038,text_14,89,US-Serien.,USSerien,26.9467329978943,7.24368619918823
2039,text_14,90,Welch,Welch,15.7090029716492,5.71820497512817
2040,text_14,91,trat,trat,6.83853197097778,5.65539121627808
2041,text_14,92,bei,bei,4.37211227416992,5.46196556091309
2042,text_14,93,einer,einer,3.16278457641602,5.13102674484253
2043,text_14,94,"Google-Versammlung,",GoogleVersammlung,33.0132050514221,8.10359954833984
2044,text_14,95,X-Factor,XFactor,21.8398289680481,5.60779285430908
2045,text_14,96,und,und,6.22973537445068,4.03869295120239
2046,text_14,97,Modenschauen,Modenschauen,16.3044438362122,7.62585592269898
2047,text_14,98,auf.,auf,4.14163589477539,4.85407733917236
2048,text_14,99,"""Lungs""",Lungs,19.7243700027466,3.53896856307983
2049,text_14,100,war,war,7.28912401199341,6.40620517730713
2050,text_14,101,ein,ein,2.52619004249573,5.57002592086792
2051,text_14,102,vielseitiges,vielseitiges,8.93386471271515,8.07096099853516
2052,text_14,103,Album,Album,6.5438551902771,5.22515439987183
2053,text_14,104,aus,aus,5.57325839996338,4.53236150741577
2054,text_14,105,"Blues,",Blues,11.0395574569702,3.74235939979553
2055,text_14,106,Disco,Disco,12.9499387741089,5.14840269088745
2056,text_14,107,und,und,4.35909557342529,4.25043630599976
2057,text_14,108,Soul.,Soul,5.57278347015381,7.53814315795898
2058,text_14,109,Für,Für,11.1535587310791,5.28951072692871
2059,text_14,110,ihr,ihr,5.05000495910645,5.84694051742554
2060,text_14,111,neues,neues,4.91026782989502,6.78497171401978
2061,text_14,112,Werk,Werk,4.2004599571228,4.86954593658447
2062,text_14,113,wollte,wollte,7.93663215637207,5.19773960113525
2063,text_14,114,sie,sie,4.1538610458374,5.49716567993164
2064,text_14,115,mehr,mehr,6.02683734893799,5.72443246841431
2065,text_14,116,Einheit.,Einheit,10.7469692230225,6.34961366653442
2066,text_14,117,Sie,Sie,9.75143146514893,5.27380180358887
2067,text_14,118,nahm,nahm,9.29756927490234,5.12506580352783
2068,text_14,119,es,es,4.1366491317749,4.99273204803467
2069,text_14,120,komplett,komplett,9.58377647399902,5.67877721786499
2070,text_14,121,im,im,4.82914543151856,5.83759641647339
2071,text_14,122,Abbey-Road-Studio,AbbeyRoadStudio,32.7697696685791,7.20905494689941
2072,text_14,123,mit,mit,5.12974119186401,5.60177803039551
2073,text_14,124,nur,nur,7.25672054290772,6.26129341125488
2074,text_14,125,einem,einem,1.44533681869507,4.27070236206055
2075,text_14,126,Produzenten,Produzenten,10.6925449371338,7.25520420074463
2076,text_14,127,auf.,auf,5.01460981369019,5.70564270019531
2077,text_14,128,Die,Die,9.8123722076416,4.73554706573486
2078,text_14,129,eindrucksvollen,eindrucksvollen,13.2502838373184,8.30427742004395
2079,text_14,130,Lieder,Lieder,7.84030437469482,7.07226514816284
2080,text_14,131,erzählen,erzählen,7.02442264556885,4.85788869857788
2081,text_14,132,von,von,1.85990881919861,4.18460130691528
2082,text_14,133,"Verlust,",Verlust,11.0043487548828,7.52392959594727
2083,text_14,134,Betrug,Betrug,13.5984792709351,4.30806112289429
2084,text_14,135,und,und,3.20998811721802,5.83101415634155
2085,text_14,136,Trauer.,Trauer,11.4345703125,6.60092782974243
2086,text_14,137,Das,Das,10.578197479248,5.80383682250977
2087,text_14,138,Magazin,Magazin,6.68164253234863,6.7845139503479
2088,text_14,139,Rolling,Rolling,7.41921901702881,5.64035034179688
2089,text_14,140,Stone,Stone,0.325006663799286,1.86394667625427
2090,text_14,141,sieht,sieht,9.38449382781982,3.47815012931824
2091,text_14,142,in,in,2.45787596702576,4.86206817626953
2092,text_14,143,ihr,ihr,5.82494974136353,4.99125337600708
2093,text_14,144,eine,eine,5.79104614257813,6.91913557052612
2094,text_14,145,Künstlerin,Künstlerin,9.41925525665283,7.90525245666504
2095,text_14,146,mit,mit,3.48431873321533,4.76110649108887
2096,text_14,147,Potenzial,Potenzial,7.90782356262207,6.93915796279907
2097,text_14,148,für,für,1.33886408805847,4.5180196762085
2098,text_14,149,weltweiten,weltweiten,9.69116020202637,5.24237823486328
2099,text_14,150,Ruhm.,Ruhm,5.61871242523193,6.00818395614624
2100,text_15,1,Im,Im,,
2101,text_15,2,Jahr,Jahr,,
2102,text_15,3,1841,1841,7.43307113647461,4.97086143493652
2103,text_15,4,organisierte,organisierte,8.72636699676514,4.68918180465698
2104,text_15,5,der,der,3.22406911849976,3.86677122116089
2105,text_15,6,Prediger,Prediger,9.31850242614746,7.32294845581055
2106,text_15,7,Thomas,Thomas,6.16729927062988,6.01185035705566
2107,text_15,8,Cook,Cook,8.95362281799316,6.74212884902954
2108,text_15,9,eine,eine,9.27064228057861,5.48211145401001
2109,text_15,10,Zugreise,Zugreise,13.9361972808838,7.71397161483765
2110,text_15,11,zu,zu,3.94427275657654,5.11988306045532
2111,text_15,12,einer,einer,3.33918142318726,6.28634071350098
2112,text_15,13,Anti-Alkohol-Kundgebung,AntiAlkoholKundgebung,41.7993004322052,7.65254497528076
2113,text_15,14,und,und,3.67545962333679,5.10712909698486
2114,text_15,15,initiierte,initiierte,13.3065538406372,7.92341709136963
2115,text_15,16,damit,damit,5.27348899841309,5.38904762268066
2116,text_15,17,den,den,2.3916175365448,4.18454837799072
2117,text_15,18,Massentourismus.,Massentourismus,13.453510850668,8.03398609161377
2118,text_15,19,Für,Für,11.3910093307495,5.51004791259766
2119,text_15,20,einen,einen,3.76415586471558,5.0894889831543
2120,text_15,21,Schilling,Schilling,9.24640560150147,7.59763717651367
2121,text_15,22,konnten,konnten,8.19859027862549,5.58737945556641
2122,text_15,23,auch,auch,4.07726383209229,4.89038276672363
2123,text_15,24,weniger,weniger,7.23961734771729,6.01768159866333
2124,text_15,25,wohlhabende,wohlhabende,8.23605155944824,5.87621116638184
2125,text_15,26,Menschen,Menschen,2.88278841972351,5.6289849281311
2126,text_15,27,reisen.,reisen,8.67451190948486,5.54303932189941
2127,text_15,28,Vier,Vier,14.196888923645,4.89853096008301
2128,text_15,29,Jahre,Jahre,4.17294406890869,5.64455032348633
2129,text_15,30,später,später,0.737591922283173,2.40760278701782
2130,text_15,31,bot,bot,7.08808422088623,5.62505483627319
2131,text_15,32,Cook,Cook,10.7814912796021,4.41195392608643
2132,text_15,33,eigene,eigene,8.79604339599609,6.14439153671265
2133,text_15,34,Reisen,Reisen,8.33307266235352,7.57575225830078
2134,text_15,35,"an,",an,4.76200199127197,5.10467147827148
2135,text_15,36,musste,musste,13.7338857650757,4.68163871765137
2136,text_15,37,aber,aber,4.67565536499023,5.5732421875
2137,text_15,38,bald,bald,6.49045515060425,5.67318630218506
2138,text_15,39,Insolvenz,Insolvenz,12.6697416305542,6.12347078323364
2139,text_15,40,anmelden.,anmelden,0.484095811843872,1.73990559577942
2140,text_15,41,Er,Er,12.8675975799561,2.93607711791992
2141,text_15,42,erholte,erholte,18.8568077087402,4.01013135910034
2142,text_15,43,sich,sich,0.0914164111018181,0.619306802749634
2143,text_15,44,jedoch,jedoch,4.33339405059814,4.48049640655518
2144,text_15,45,davon,davon,5.7181921005249,5.50628042221069
2145,text_15,46,und,und,9.07472610473633,2.38143801689148
2146,text_15,47,plante,plante,11.0002641677856,7.0866117477417
2147,text_15,48,größere,größere,8.64268684387207,4.70203065872192
2148,text_15,49,Touren,Touren,7.07795476913452,7.28524684906006
2149,text_15,50,in,in,3.09160947799683,5.23626375198364
2150,text_15,51,die,die,2.43226027488709,5.37478017807007
2151,text_15,52,"Alpen,",Alpen,9.39478302001953,8.4902868270874
2152,text_15,53,nach,nach,6.36286926269531,5.48348665237427
2153,text_15,54,Italien,Italien,5.15584468841553,6.74546957015991
2154,text_15,55,oder,oder,4.98129320144653,4.52606773376465
2155,text_15,56,Griechenland.,Griechenland,3.8577823638916,5.49243593215942
2156,text_15,57,"Reisen,",Reisen,11.021656036377,4.28683757781982
2157,text_15,58,einst,einst,15.6545534133911,4.9031081199646
2158,text_15,59,nur,nur,6.12862205505371,5.72606945037842
2159,text_15,60,dem,dem,5.96128654479981,5.79485559463501
2160,text_15,61,Adel,Adel,7.86790275573731,8.21547603607178
2161,text_15,62,"vorbehalten,",vorbehalten,7.4932804107666,4.68620777130127
2162,text_15,63,wurde,wurde,7.26340866088867,2.46110606193543
2163,text_15,64,durch,durch,7.75585460662842,1.86926352977753
2164,text_15,65,Cook,Cook,11.179557800293,4.98472452163696
2165,text_15,66,für,für,7.5645432472229,2.55125856399536
2166,text_15,67,die,die,2.40331959724426,6.12984561920166
2167,text_15,68,Mittelschicht,Mittelschicht,12.4442763328552,8.35898017883301
2168,text_15,69,möglich.,möglich,10.5260944366455,5.65278387069702
2169,text_15,70,Sein,Sein,11.9704036712646,3.0453245639801
2170,text_15,71,Ruf,Ruf,9.11539649963379,5.05137205123901
2171,text_15,72,als,als,1.42061138153076,3.9879903793335
2172,text_15,73,Begründer,Begründer,9.93428897857666,7.77041912078857
2173,text_15,74,des,des,1.3970205783844,2.09309601783752
2174,text_15,75,Massentourismus,Massentourismus,8.70830280706286,7.3478307723999
2175,text_15,76,ist,ist,3.49760341644287,5.37838220596314
2176,text_15,77,auch,auch,3.68369555473328,4.77383184432983
2177,text_15,78,einer,einer,6.30264616012573,6.02901935577393
2178,text_15,79,gezielten,gezielten,9.03942680358887,7.34643077850342
2179,text_15,80,Marketingstrategie,Marketingstrategie,8.75332164764404,7.23686981201172
2180,text_15,81,nach,nach,6.11456203460693,5.33725261688232
2181,text_15,82,seinem,seinem,6.29568719863892,5.59912395477295
2182,text_15,83,Tod,Tod,1.34290504455566,4.87429523468018
2183,text_15,84,zu,zu,4.41827535629273,6.05218839645386
2184,text_15,85,verdanken.,verdanken,8.45941543579102,6.01782369613648
2185,text_15,86,1865,1865,19.431266784668,2.11855149269104
2186,text_15,87,eröffnete,eröffnete,9.935715675354,4.63002967834473
2187,text_15,88,er,er,1.52123546600342,4.07524156570435
2188,text_15,89,in,in,3.24639892578125,5.10633325576782
2189,text_15,90,London,London,5.9774022102356,5.81576681137085
2190,text_15,91,sein,sein,7.10368013381958,5.18070411682129
2191,text_15,92,erstes,erstes,3.17053484916687,4.59006643295288
2192,text_15,93,Büro.,Büro,7.95975303649902,5.80975198745728
2193,text_15,94,Später,Später,14.0216732025146,4.44545650482178
2194,text_15,95,übernahm,übernahm,8.29875564575195,5.40815925598145
2195,text_15,96,sein,sein,4.96396255493164,5.10674476623535
2196,text_15,97,Sohn,Sohn,3.05218982696533,5.46503448486328
2197,text_15,98,John,John,6.1478214263916,6.41305112838745
2198,text_15,99,die,die,7.81680488586426,7.11742973327637
2199,text_15,100,Leitung.,Leitung,7.18683767318726,8.3723201751709
2200,text_15,101,1873,1873,15.408670425415,3.21590566635132
2201,text_15,102,erfüllte,erfüllte,11.5115699768066,4.7649393081665
2202,text_15,103,sich,sich,1.35905814170837,3.89816164970398
2203,text_15,104,Thomas,Thomas,10.1024951934814,5.06288480758667
2204,text_15,105,Cook,Cook,4.69273376464844,6.765784740448
2205,text_15,106,seinen,seinen,10.1003313064575,5.48211145401001
2206,text_15,107,Lebenstraum,Lebenstraum,9.2809365093708,6.75228595733643
2207,text_15,108,von,von,4.57362747192383,4.28145360946655
2208,text_15,109,einer,einer,3.32819628715515,7.29179859161377
2209,text_15,110,222-tägigen,222tägigen,24.9562816619873,7.87970352172852
2210,text_15,111,Weltreise,Weltreise,5.92635089159012,5.30245733261108
2211,text_15,112,über,über,5.37008142471314,5.31556510925293
2212,text_15,113,40,40000,11.4129934310913,5.65469980239868
2213,text_15,114,Kilometer.,Kilometer,5.31244850158691,6.42375898361206
2214,text_15,115,Doch,Doch,14.896068572998,4.93873834609985
2215,text_15,116,es,es,5.79670715332031,5.94645977020264
2216,text_15,117,kam,kam,3.95940971374512,4.26252174377441
2217,text_15,118,zu,zu,3.69173884391785,4.57206201553345
2218,text_15,119,Konflikten,Konflikten,9.79275703430176,5.91244506835938
2219,text_15,120,mit,mit,2.25580596923828,4.17027854919434
2220,text_15,121,seinem,seinem,4.81987905502319,4.82710409164429
2221,text_15,122,"Sohn,",Sohn,3.07694387435913,6.87192821502686
2222,text_15,123,der,der,6.50651454925537,6.02079343795776
2223,text_15,124,das,das,9.42034912109375,7.99214458465576
2224,text_15,125,Unternehmen,Unternehmen,4.89304876327515,7.59920787811279
2225,text_15,126,in,in,3.53255581855774,6.76343441009522
2226,text_15,127,seiner,seiner,7.73653888702393,5.2269172668457
2227,text_15,128,Abwesenheit,Abwesenheit,6.47533988952637,7.05272626876831
2228,text_15,129,vergrößerte.,vergrößerte,12.5082416534424,6.05135774612427
2229,text_15,130,Cook,Cook,13.9121932983398,3.94520330429077
2230,text_15,131,zog,zog,15.2621450424194,3.36066746711731
2231,text_15,132,sich,sich,1.99452185630798,4.2561206817627
2232,text_15,133,"zurück,",zurück,5.48281764984131,5.4314079284668
2233,text_15,134,erblindete,erblindete,21.4630930125713,4.04315948486328
2234,text_15,135,und,und,2.81480407714844,4.53774547576904
2235,text_15,136,starb,starb,6.62301635742188,7.35110664367676
2236,text_15,137,nach,nach,3.78997611999512,4.7450966835022
2237,text_15,138,einem,einem,1.68745756149292,4.67956161499023
2238,text_15,139,Schlaganfall.,Schlaganfall,4.85663223266602,7.43088340759277
2239,text_15,140,Seine,Seine,13.4579772949219,5.22221565246582
2240,text_15,141,Nachfahren,Nachfahren,12.1514949798584,6.68893194198608
2241,text_15,142,verkauften,verkauften,4.55208301544189,5.11375570297241
2242,text_15,143,das,das,3.16127228736877,5.93325710296631
2243,text_15,144,Unternehmen,Unternehmen,2.88969492912293,6.78857851028442
2244,text_15,145,später,später,9.11969089508057,6.76343441009522
2245,text_15,146,an,an,4.20242786407471,6.35470056533814
2246,text_15,147,die,die,2.36108040809631,4.91995191574097
2247,text_15,148,Betreiber,Betreiber,9.34890365600586,8.4660120010376
2248,text_15,149,des,des,2.69123840332031,5.07618951797485
2249,text_15,150,Orient-Express.,OrientExpress,17.5684356689453,7.63167285919189
2250,text_16,1,Im,Im,,
2251,text_16,2,Jahr,Jahr,,
2252,text_16,3,1602,1602,8.20522499084473,4.97086143493652
2253,text_16,4,strandete,strandete,11.1266568303108,5.85077476501465
2254,text_16,5,der,der,2.00909972190857,4.28859376907349
2255,text_16,6,französische,französische,6.97769451141357,7.86593437194824
2256,text_16,7,Abenteurer,Abenteurer,8.80231868289411,6.99183559417725
2257,text_16,8,François,François,9.12028694152832,4.96632480621338
2258,text_16,9,Pyrard,Pyrard,14.8975052833557,6.66454362869263
2259,text_16,10,auf,auf,6.62028026580811,4.95675325393677
2260,text_16,11,den,den,2.80688309669495,4.96389436721802
2261,text_16,12,Malediven.,Malediven,8.63110783137381,7.84964942932129
2262,text_16,13,Dort,Dort,12.6737203598022,5.32929515838623
2263,text_16,14,stieß,stieß,8.89237308502197,5.08758068084717
2264,text_16,15,er,er,1.16276907920837,2.57878732681274
2265,text_16,16,mit,mit,2.70531177520752,4.78119802474976
2266,text_16,17,seiner,seiner,3.91117787361145,6.36257219314575
2267,text_16,18,Mannschaft,Mannschaft,4.20742797851563,6.5211615562439
2268,text_16,19,auf,auf,3.85630464553833,5.78109073638916
2269,text_16,20,eine,eine,4.80558109283447,4.46166610717773
2270,text_16,21,außergewöhnlich,außergewöhnlich,10.1039848327637,8.09590148925781
2271,text_16,22,große,große,3.08584904670715,5.87497711181641
2272,text_16,23,und,und,3.66261315345764,7.4822244644165
2273,text_16,24,seltsam,seltsam,9.6220645904541,7.22520303726196
2274,text_16,25,geformte,geformte,7.99491280317307,4.40797805786133
2275,text_16,26,Frucht.,Frucht,5.98998641967773,7.26417064666748
