thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_nback.thisRepN,loop_nback.thisTrialN,loop_nback.thisN,loop_nback.thisIndex,thisRow.t,notes,settings.started,settings.stopped,colour,global_onset_time,target,button_pressed,nback_response,nback_RT,RT,text_nr,trial_nr,block_nr_exp,block_name,n-back_level,word,nontarget_triggers_sent_this_condition,target_triggers_sent_this_condition,total_triggers_sent_this_condition,minimum_triggers_this_condition,maximum_triggers_this_block,trigger_time,question,chosen_ans,ans_correct,reading_self_paced.started,reading_self_paced.stopped,nback_self_paced.started,nback_self_paced.stopped,end.started,end.stopped,participant,session,TMS_port,testing_mode,skip_reading,date,expName,psychopyVersion,expStart,
,,,,,,,,,,,,,0.016241788864135742,0.016773462295532227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06,01,yes,no,no,2025-06-02_16h21.46.225,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-02 16h30.08.211357 +0200,
0,0,0,0,0,0,0,,,,,0.13102054595947266,,,,#2AB7EF,12.110305547714233,False,space,correct rejection,None,980.9064865112305,text_05,1,1,2back_dual_main_click,2,Die,0,0,0,120,60,,,,,,,,,,,06,01,yes,no,no,2025-06-02_16h21.46.225,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-02 16h30.08.211357 +0200,
0,0,0,0,0,0,0,,,,,,,,,#2AB7EF,13.121423482894897,False,space,correct rejection,None,545.813798904419,text_05,2,1,2back_dual_main_click,2,Inselgruppe,0,0,0,120,60,,,,,,,,,,,06,01,yes,no,no,2025-06-02_16h21.46.225,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-02 16h30.08.211357 +0200,
0,0,0,0,0,0,0,,,,,,,,,#D292F3,13.691779136657715,False,space,correct rejection,None,759.5465183258057,text_05,3,1,2back_dual_main_click,2,Nosy,0,0,0,120,60,,,,,,,,,,,06,01,yes,no,no,2025-06-02_16h21.46.225,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-02 16h30.08.211357 +0200,
0,0,0,0,0,0,0,,,,,,,,,#2AB7EF,14.475522756576538,True,l,hit,663.6993885040283,903.9533138275146,text_05,4,1,2back_dual_main_click,2,Hara,0,1,1,120,60,14.533454656600952,,,,,,,,,,06,01,yes,no,no,2025-06-02_16h21.46.225,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-02 16h30.08.211357 +0200,
0,0,0,0,0,0,0,,,,,,,,,#D292F3,15.400851249694824,True,l,hit,458.39405059814453,698.3280181884766,text_05,5,1,2back_dual_main_click,2,vor,0,1,1,120,60,,,,,,,,,,,06,01,yes,no,no,2025-06-02_16h21.46.225,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-02 16h30.08.211357 +0200,
0,0,0,0,0,0,0,,,,,,,,,#F989A2,16.118388652801514,False,space,correct rejection,None,380.85341453552246,text_05,6,1,2back_dual_main_click,2,Madagaskar,0,1,1,120,60,,,,,,,,,,,06,01,yes,no,no,2025-06-02_16h21.46.225,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-02 16h30.08.211357 +0200,
0,0,0,0,0,0,0,,,,,,,,,#D292F3,16.518533945083618,True,l,hit,716.6681289672852,908.7135791778564,text_05,7,1,2back_dual_main_click,2,wirkt,0,1,1,120,60,,,,,,,,,,,06,01,yes,no,no,2025-06-02_16h21.46.225,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-02 16h30.08.211357 +0200,
0,0,0,0,0,0,0,,,,,,,,,#88BA3F,17.451937437057495,False,space,correct rejection,None,647.3004817962646,text_05,8,1,2back_dual_main_click,2,"karg,",0,1,1,120,60,,,,,,,,,,,06,01,yes,no,no,2025-06-02_16h21.46.225,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-02 16h30.08.211357 +0200,
0,0,0,0,0,0,0,,,,,,,,,#F989A2,18.119128704071045,False,space,correct rejection,None,1228.1794548034668,text_05,9,1,2back_dual_main_click,2,doch,0,1,1,120,60,,,,,,,,,,,06,01,yes,no,no,2025-06-02_16h21.46.225,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-02 16h30.08.211357 +0200,
