thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_nback.thisRepN,loop_nback.thisTrialN,loop_nback.thisN,loop_nback.thisIndex,thisRow.t,notes,settings.started,settings.stopped,colour,global_onset_time,target,button_pressed,nback_response,nback_RT,RT,text_nr,trial_nr,block_nr_exp,block_name,n-back_level,word,nontarget_triggers_sent_this_condition,target_triggers_sent_this_condition,total_triggers_sent_this_condition,minimum_triggers_this_condition,maximum_triggers_this_block,trigger_time,question,chosen_ans,ans_correct,reading_self_paced.started,reading_self_paced.stopped,nback_self_paced.started,nback_self_paced.stopped,end.started,end.stopped,participant,session,TMS_port,testing_mode,skip_reading,date,expName,psychopyVersion,expStart,
,,,,,,,,,,,,,0.051819801330566406,0.05199384689331055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,02,yes,no,no,2025-06-11_16h46.58.804,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-11 16h50.23.636216 +0200,
0,0,0,0,0,0,0,,,,,0.3154022693634033,,,,#D292F3,15.862307071685791,None,space,None,None,1423.3641624450684,text_03,1,1,Reading_Baseline_main_click,None,Johanna,0,0,0,6,6,,,,,,,,,,,09,02,yes,no,no,2025-06-11_16h46.58.804,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-11 16h50.23.636216 +0200,
0,0,0,0,0,0,0,,,,,,,,,#D292F3,17.321444749832153,None,space,None,None,1052.227258682251,text_03,2,1,Reading_Baseline_main_click,None,Fantova,1,0,1,6,6,17.38218665122986,,,,,,,,,,09,02,yes,no,no,2025-06-11_16h46.58.804,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-11 16h50.23.636216 +0200,
0,0,0,0,0,0,0,,,,,,,,,#88BA3F,18.412501335144043,None,space,None,None,601.1285781860352,text_03,3,1,Reading_Baseline_main_click,None,war,1,0,1,6,6,,,,,,,,,,,09,02,yes,no,no,2025-06-11_16h46.58.804,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-11 16h50.23.636216 +0200,
0,0,0,0,0,0,0,,,,,,,,,#F989A2,19.05417275428772,None,space,None,None,519.6554660797119,text_03,4,1,Reading_Baseline_main_click,None,die,1,0,1,6,6,,,,,,,,,,,09,02,yes,no,no,2025-06-11_16h46.58.804,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-11 16h50.23.636216 +0200,
0,0,0,0,0,0,0,,,,,,,,,#F989A2,19.615339756011963,None,space,None,None,550.3778457641602,text_03,5,1,Reading_Baseline_main_click,None,letzte,1,0,1,6,6,,,,,,,,,,,09,02,yes,no,no,2025-06-11_16h46.58.804,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-11 16h50.23.636216 +0200,
0,0,0,0,0,0,0,,,,,,,,,#88BA3F,20.20673632621765,None,space,None,None,631.0586929321289,text_03,6,1,Reading_Baseline_main_click,None,enge,1,0,1,6,6,,,,,,,,,,,09,02,yes,no,no,2025-06-11_16h46.58.804,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-11 16h50.23.636216 +0200,
0,0,0,0,0,0,0,,,,,,,,,#D292F3,20.878570556640625,None,space,None,None,935.0786209106445,text_03,7,1,Reading_Baseline_main_click,None,Freundin,1,0,1,6,6,,,,,,,,,,,09,02,yes,no,no,2025-06-11_16h46.58.804,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-11 16h50.23.636216 +0200,
0,0,0,0,0,0,0,,,,,,,,,#2AB7EF,21.85166645050049,None,space,None,None,522.1679210662842,text_03,8,1,Reading_Baseline_main_click,None,von,1,0,1,6,6,,,,,,,,,,,09,02,yes,no,no,2025-06-11_16h46.58.804,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-11 16h50.23.636216 +0200,
0,0,0,0,0,0,0,,,,,,,,,#F989A2,22.412936449050903,None,space,None,None,584.9747657775879,text_03,9,1,Reading_Baseline_main_click,None,Albert,2,0,2,6,6,22.47782611846924,,,,,,,,,,09,02,yes,no,no,2025-06-11_16h46.58.804,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-06-11 16h50.23.636216 +0200,
