DisplayImage	corrAns	thisN	thisTrialN	thisRepN	ishihara_number.text	ishihara_pics.thisRepN	ishihara_pics.thisTrialN	ishihara_pics.thisN	ishihara_pics.thisIndex	blocks.thisRepN	blocks.thisTrialN	blocks.thisN	blocks.thisIndex	thisRow.t	notes	Settings.started	Settings.stopped	Demographics.started	Demographics.stopped	demographic_form.index	demographic_form.itemText	demographic_form.type	demographic_form.font	demographic_form.markerColor	demographic_form.response	demographic_form.rt	demographic_button.numClicks	demographic_button.timesOn	demographic_button.timesOff	Education.started	Education.stopped	education_form.index	education_form.itemText	education_form.type	education_form.font	education_form.markerColor	education_form.response	education_form.rt	education_button.numClicks	education_button.timesOn	education_button.timesOff	Ishihara.started	Ishihara.stopped	ishihara_pics.ishihara_number.text	no_text_blocks_self_paced.started	no_text_blocks_self_paced.stopped	colour	target	button_pressed	nback_response	nback_RT	duration	text_nr	trial_nr	block_nr	block_name	block_kind	word	global_onset_time	question	chosen_ans	ans_correct	block_nr_exp	n-back_level	text_blocks_self_paced.started	text_blocks_self_paced.stopped	end.started	end.stopped	participant	session	testing_mode	date	expName	psychopyVersion	expStart	
																0.011269092559814453	0.011580228805541992																																																				sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																		0.012042760848999023	72.36863327026367	0.0	Willkommen zum Experiment!	heading	None	None																																													sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																				0.0	Bitte beantworten Sie zunächst die folgenden Fragen:	description	None	None																																													sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																				gender	Welches Geschlecht steht in Ihrem Ausweis?	radio	None	None	Weiblich	46.33468294143677																																											sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																				age	Wie alt sind Sie?	free text	None	None	34	None																																											sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																				language	Ist Deutsch Ihre Muttersprache?	radio	None	None	Ja	57.7539324760437																																											sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																				dyslexia	Haben Sie eine Leseschwäche?	radio	None	None	Nein	60.89324378967285																																											sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																				vision_glasses	Tragen Sie eine Brille?	radio	None	None	Nein	62.39421486854553																																											sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																				vision_lenses	Tragen Sie Kontaktlinsen?	radio	None	None	Nein	63.91300010681152																																											sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																				handedness	Sind Sie rechtshändig?	radio	None	None	Ja	67.06736159324646																																											sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																											1	[1.5176410675048828]	[1.517646312713623]																																								sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																														72.36929535865784	140.36655473709106	0.0	Bitte beantworten Sie die folgenden Fragen zu Ihrer Ausbildung:	description	None	None																																	sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																																education	Was ist Ihr höchster Bildungsabschluss?	radio	None	None	Master	2.875882625579834																															sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																																edu_intro	Wie viele Jahre verbrachten Sie insgesamt mit:	description	None	None																																	sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																																edu_school_years	Schule	free text	None	None	12	None																															sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																																edu_eveningschool_years	Abendschule	free text	None	None	0	None																															sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																																edu_training_years	Ausbildung	free text	None	None	0	None																															sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																																edu_training_GDR_years	Fachschule	free text	None	None	0	None																															sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																																edu_uni_years	Universität/Hochschule	free text	None	None	6	None																															sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																																edu_other_years	Sonstiges	free text	None	None	1	None																															sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																																edu_profession	Was ist Ihr derzeitiger/letzter Beruf?	free text	None	None	Teamleitung Content Management	None																															sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																																							1	[6.629045248031616]	[6.629050254821777]																												sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
																																																																					sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
Stimuli_and_Resources/Ishihara_Colour_Vision_Test/ishihara_test4_78.png	78	0	0	0	78	0	0	0	3					143.38279056549072																												143.36327505111694	146.40202927589417	78																									sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
Stimuli_and_Resources/Ishihara_Colour_Vision_Test/ishihara_test1_70.png	70	1	1	0	70	0	1	1	0					147.46027779579163																												147.4466745853424	152.19850039482117	70																									sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
Stimuli_and_Resources/Ishihara_Colour_Vision_Test/ishihara_test2_17.png	17	2	2	0	17	0	2	2	1					153.25528407096863																												153.24170756340027	155.81592297554016	17																									sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
Stimuli_and_Resources/Ishihara_Colour_Vision_Test/ishihara_test3_21.png	21	3	3	0	21	0	3	3	2					156.87407612800598																												156.8621232509613	158.9510898590088	21																									sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
Stimuli_and_Resources/Ishihara_Colour_Vision_Test/ishihara_test5_23.png	23	4	4	0	23	0	4	4	4					160.0176019668579																												160.00230073928833	162.5948987007141	23																									sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
Stimuli_and_Resources/Ishihara_Colour_Vision_Test/ishihara_test6_15.png	15	5	5	0	15	0	5	5	5					163.66145539283752																												163.64703679084778	166.76562762260437	15																									sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
		0	0	0						0	0	0	0	167.76462721824646																															167.76473355293274	167.76474833488464	#F989A2	None	None	None	None	9712.893009185791	reading_bl_training_text	1	0	Reading_Baseline_training_click	None	Auf											sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
		0	0	0						0	0	0	0																																		#D292F3	None	None	None	None	663.9766693115234	reading_bl_training_text	2	0	Reading_Baseline_training_click	None	dem											sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
		0	0	0						0	0	0	0																																		#88BA3F	None	None	None	None	1365.4139041900635	reading_bl_training_text	3	0	Reading_Baseline_training_click	None	großen											sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
		0	0	0						0	0	0	0																																		#2AB7EF	None	None	None	None	1005.2156448364258	reading_bl_training_text	4	0	Reading_Baseline_training_click	None	"Passagierdampfer,"											sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
		0	0	0						0	0	0	0																																		#D292F3	None	None	None	None	949.791669845581	reading_bl_training_text	5	0	Reading_Baseline_training_click	None	der											sub-08	01	no	2025-05-26_14h13.20.857	EXNAT_4_Training_Psychopy2024.2.5	2024.2.5	2025-05-26 14h13.42.658955 +0200	
