thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,settings.started,settings.stopped,colour,global_onset_time,target,button_pressed,nback_response,nback_RT,RT,text_nr,trial_nr,block_nr_exp,block_name,n-back_level,word,nontarget_triggers_sent_this_condition,target_triggers_sent_this_condition,total_triggers_sent_this_condition,minimum_triggers_this_condition,maximum_triggers_this_block,trigger_time,question,chosen_ans,ans_correct,participant,session,TMS_port,testing_mode,skip_reading,date,expName,psychopyVersion,expStart,
0,0,0,0,0,0,0,,,,,#F989A2,70.09082770347595,None,space,None,None,456.70628547668457,text_38,72,1,Reading_Baseline_main_click,None,auch,9,0,9,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,70.58690667152405,None,space,None,None,488.6617660522461,text_38,73,1,Reading_Baseline_main_click,None,heute,10,0,10,60,60,70.64226484298706,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,71.11607480049133,None,space,None,None,983.4988117218018,text_38,74,1,Reading_Baseline_main_click,None,bei,10,0,10,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,72.13693952560425,None,space,None,None,682.5742721557617,text_38,75,1,Reading_Baseline_main_click,None,Jungtieren,10,0,10,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,72.8591001033783,None,space,None,None,648.4379768371582,text_38,76,1,Reading_Baseline_main_click,None,entfernt,10,0,10,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,73.54657292366028,None,space,None,None,1688.9374256134033,text_38,77,1,Reading_Baseline_main_click,None,werden.,10,0,10,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#2AB7EF,75.29019665718079,None,space,None,None,1193.253755569458,text_38,78,1,Reading_Baseline_main_click,None,Um,11,0,11,60,60,75.64251279830933,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,76.53950071334839,None,space,None,None,535.9458923339844,text_38,79,1,Reading_Baseline_main_click,None,Schmerzen,11,0,11,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,77.12966871261597,None,space,None,None,457.8526020050049,text_38,80,1,Reading_Baseline_main_click,None,durch,11,0,11,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,77.64209842681885,None,space,None,None,1081.4528465270996,text_38,81,1,Reading_Baseline_main_click,None,Zaumzeuge,11,0,11,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#2AB7EF,78.77886152267456,None,space,None,None,536.4723205566406,text_38,82,1,Reading_Baseline_main_click,None,zu,11,0,11,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#2AB7EF,79.36937689781189,None,space,None,None,538.1593704223633,text_38,83,1,Reading_Baseline_main_click,None,"vermeiden,",11,0,11,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,79.96332216262817,None,space,None,None,920.2916622161865,text_38,84,1,Reading_Baseline_main_click,None,könnten,12,0,12,60,60,80.64230418205261,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#2AB7EF,80.93732023239136,None,space,None,None,522.2125053405762,text_38,85,1,Reading_Baseline_main_click,None,sie,12,0,12,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,81.5005452632904,None,space,None,None,1511.0714435577393,text_38,86,1,Reading_Baseline_main_click,None,bereits,12,0,12,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,83.06712031364441,None,space,None,None,920.4370975494385,text_38,87,1,Reading_Baseline_main_click,None,damals,12,0,12,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,84.043452501297,None,space,None,None,696.0735321044922,text_38,88,1,Reading_Baseline_main_click,None,gezogen,12,0,12,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,84.79211854934692,None,space,None,None,651.4260768890381,text_38,89,1,Reading_Baseline_main_click,None,worden,12,0,12,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,85.49855709075928,None,space,None,None,1352.9045581817627,text_38,90,1,Reading_Baseline_main_click,None,sein.,13,0,13,60,60,85.64229035377502,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#2AB7EF,86.90667295455933,None,space,None,None,552.7553558349609,text_38,91,1,Reading_Baseline_main_click,None,Wie,13,0,13,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,87.51171660423279,None,space,None,None,491.78242683410645,text_38,92,1,Reading_Baseline_main_click,None,die,13,0,13,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#2AB7EF,88.0570855140686,None,space,None,None,522.3486423492432,text_38,93,1,Reading_Baseline_main_click,None,Menschen,13,0,13,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,88.63302087783813,None,space,None,None,410.50267219543457,text_38,94,1,Reading_Baseline_main_click,None,das,13,0,13,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,89.0977783203125,None,space,None,None,569.7152614593506,text_38,95,1,Reading_Baseline_main_click,None,"schafften,",13,0,13,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,89.72199368476868,None,space,None,None,457.5963020324707,text_38,96,1,Reading_Baseline_main_click,None,bleibt,13,0,13,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,90.2350378036499,None,space,None,None,424.5038032531738,text_38,97,1,Reading_Baseline_main_click,None,jedoch,14,0,14,60,60,90.642324924469,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,90.71989679336548,None,space,None,None,499.61209297180176,text_38,98,1,Reading_Baseline_main_click,None,unklar.,14,0,14,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,91.25907802581787,None,space,None,None,424.47781562805176,text_38,99,1,Reading_Baseline_main_click,None,Auch,14,0,14,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#2AB7EF,91.7234697341919,None,space,None,None,456.1312198638916,text_38,100,1,Reading_Baseline_main_click,None,heute,14,0,14,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,92.2194676399231,None,space,None,None,520.012378692627,text_38,101,1,Reading_Baseline_main_click,None,noch,14,0,14,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#2AB7EF,92.78068804740906,None,space,None,None,502.9726028442383,text_38,102,1,Reading_Baseline_main_click,None,greifen,14,0,14,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,93.32444047927856,None,space,None,None,791.2328243255615,text_38,103,1,Reading_Baseline_main_click,None,Pferdehirten,14,0,14,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#2AB7EF,94.15471887588501,None,space,None,None,888.8616561889648,text_38,104,1,Reading_Baseline_main_click,None,in,14,0,14,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,95.08270168304443,None,space,None,None,456.81214332580566,text_38,105,1,Reading_Baseline_main_click,None,der,14,0,14,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,95.57672429084778,None,space,None,None,506.84094429016113,text_38,106,1,Reading_Baseline_main_click,None,Mongolei,15,0,15,60,60,95.64240789413452,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,96.12070631980896,None,space,None,None,490.6747341156006,text_38,107,1,Reading_Baseline_main_click,None,zu,15,0,15,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,96.64855313301086,None,space,None,None,474.8663902282715,text_38,108,1,Reading_Baseline_main_click,None,einfachen,15,0,15,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,97.1632239818573,None,space,None,None,408.24174880981445,text_38,109,1,Reading_Baseline_main_click,None,Werkzeugen,15,0,15,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,97.6105523109436,None,space,None,None,488.9345169067383,text_38,110,1,Reading_Baseline_main_click,None,wie,15,0,15,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,98.13987565040588,None,space,None,None,647.7053165435791,text_38,111,1,Reading_Baseline_main_click,None,Schraubenziehern.,15,0,15,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,98.82698035240173,None,space,None,None,1080.4812908172607,text_38,112,1,Reading_Baseline_main_click,None,Die,15,0,15,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#2AB7EF,99.94846081733704,None,space,None,None,566.9493675231934,text_38,113,1,Reading_Baseline_main_click,None,neuen,15,0,15,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,100.55576920509338,None,space,None,None,551.7637729644775,text_38,114,1,Reading_Baseline_main_click,None,Befunde,16,0,16,60,60,100.64242339134216,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,101.14628624916077,None,space,None,None,649.1949558258057,text_38,115,1,Reading_Baseline_main_click,None,"zeigen,",16,0,16,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,101.83337593078613,None,space,None,None,858.2987785339355,text_38,116,1,Reading_Baseline_main_click,None,dass,16,0,16,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,102.73227500915527,None,space,None,None,759.2289447784424,text_38,117,1,Reading_Baseline_main_click,None,Tiermedizin,16,0,16,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#2AB7EF,103.53105401992798,None,space,None,None,568.5133934020996,text_38,118,1,Reading_Baseline_main_click,None,nicht,16,0,16,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#2AB7EF,104.14110207557678,None,space,None,None,470.42226791381836,text_38,119,1,Reading_Baseline_main_click,None,nur,16,0,16,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,104.65228939056396,None,space,None,None,519.2656517028809,text_38,120,1,Reading_Baseline_main_click,None,aus,16,0,16,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,105.21292614936829,None,space,None,None,486.591100692749,text_38,121,1,Reading_Baseline_main_click,None,festen,17,0,17,60,60,105.64247679710388,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,105.73952317237854,None,space,None,None,503.9806365966797,text_38,122,1,Reading_Baseline_main_click,None,Kulturen,17,0,17,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,106.28342962265015,None,space,None,None,536.2474918365479,text_38,123,1,Reading_Baseline_main_click,None,wie,17,0,17,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,106.85951662063599,None,space,None,None,504.05240058898926,text_38,124,1,Reading_Baseline_main_click,None,China,17,0,17,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,107.40349221229553,None,space,None,None,632.0090293884277,text_38,125,1,Reading_Baseline_main_click,None,zu,17,0,17,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,108.07525134086609,None,space,None,None,552.2828102111816,text_38,126,1,Reading_Baseline_main_click,None,stammen,17,0,17,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#2AB7EF,108.6687479019165,None,space,None,None,662.7991199493408,text_38,127,1,Reading_Baseline_main_click,None,"scheint,",17,0,17,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,109.37242221832275,None,space,None,None,663.1062030792236,text_38,128,1,Reading_Baseline_main_click,None,sondern,17,0,17,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#2AB7EF,110.07433676719666,None,space,None,None,569.3895816802979,text_38,129,1,Reading_Baseline_main_click,None,auch,18,0,18,60,60,110.64249587059021,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,110.68501687049866,None,space,None,None,550.5461692810059,text_38,130,1,Reading_Baseline_main_click,None,von,18,0,18,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#2AB7EF,111.27614665031433,None,space,None,None,583.4457874298096,text_38,131,1,Reading_Baseline_main_click,None,Nomaden,18,0,18,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,111.89941334724426,None,space,None,None,520.0691223144531,text_38,132,1,Reading_Baseline_main_click,None,früh,18,0,18,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,112.45930504798889,None,space,None,None,536.261796951294,text_38,133,1,Reading_Baseline_main_click,None,entwickelt,18,0,18,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,113.03515243530273,None,space,None,None,504.53901290893555,text_38,134,1,Reading_Baseline_main_click,None,wurde.,18,0,18,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,113.58095645904541,None,space,None,None,582.5314521789551,text_38,135,1,Reading_Baseline_main_click,None,Auch,18,0,18,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,114.20083856582642,None,space,None,None,538.7389659881592,text_38,136,1,Reading_Baseline_main_click,None,aus,18,0,18,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,114.77928614616394,None,space,None,None,472.11408615112305,text_38,137,1,Reading_Baseline_main_click,None,Europa,18,0,18,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#2AB7EF,115.290207862854,None,space,None,None,537.4622344970703,text_38,138,1,Reading_Baseline_main_click,None,gibt,19,0,19,60,60,115.64249467849731,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,115.86839652061462,None,space,None,None,455.14726638793945,text_38,139,1,Reading_Baseline_main_click,None,es,19,0,19,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,116.36384844779968,None,space,None,None,535.8216762542725,text_38,140,1,Reading_Baseline_main_click,None,Spuren.,19,0,19,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,116.93892073631287,None,space,None,None,504.76717948913574,text_38,141,1,Reading_Baseline_main_click,None,In,19,0,19,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#2AB7EF,117.48382663726807,None,space,None,None,487.73741722106934,text_38,142,1,Reading_Baseline_main_click,None,Frankreich,19,0,19,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#2AB7EF,118.01064586639404,None,space,None,None,552.9844760894775,text_38,143,1,Reading_Baseline_main_click,None,wurde,19,0,19,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,118.60297274589539,None,space,None,None,504.4374465942383,text_38,144,1,Reading_Baseline_main_click,None,ein,19,0,19,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,119.14880847930908,None,space,None,None,1270.8075046539307,text_38,145,1,Reading_Baseline_main_click,None,Rinderschädel,19,0,19,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,120.45969438552856,None,space,None,None,599.839448928833,text_38,146,1,Reading_Baseline_main_click,None,mit,20,0,20,60,60,120.64248871803284,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#F989A2,121.10050678253174,None,space,None,None,519.0894603729248,text_38,147,1,Reading_Baseline_main_click,None,einer,20,0,20,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#D292F3,121.65768671035767,None,space,None,None,553.8058280944824,text_38,148,1,Reading_Baseline_main_click,None,gezielten,20,0,20,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
0,0,0,0,0,0,0,,,,,#88BA3F,122.2523398399353,None,space,None,None,503.3597946166992,text_38,149,1,Reading_Baseline_main_click,None,Bohrung,20,0,20,60,60,,,,,19,03,yes,no,no,2025-07-30_15h52.46.442,EXNAT_4_TMS_Psychopy2024.2.5.psyexp,2024.2.5,2025-07-30 15h54.35.488184 +0200,
